user_id,total_spend_virtual,total_no_purchases_virtual,first_gold_spend_date_virtual,last_gold_spend_date_virtual,number_of_purchase_days_virtual,preferred_product_virtual,average_spend_per_purchase_virtual
282334,196,8,2024-04-09,2024-04-29,7,Weapon,24.5
282340,201,6,2024-03-24,2024-04-08,6,Weapon,33.5
282341,25,3,2024-03-01,2024-03-05,3,Weapon,8.33
282343,183,5,2024-03-11,2024-04-04,5,Weapon,36.6
282345,75,2,2024-03-02,2024-03-04,2,Weapon,37.5
282346,15,1,2024-03-02,2024-03-02,1,Weapon,15.0
282348,37,4,2024-03-26,2024-04-13,4,Weapon,9.25
282349,75,3,2024-03-07,2024-03-09,3,Weapon,25.0
282351,1725,7,2024-03-21,2024-04-06,6,Weapon,246.43
282352,45,2,2024-04-16,2024-04-17,2,Weapon,22.5
282354,75,3,2024-04-14,2024-04-21,3,Weapon,25.0
282355,162,3,2024-04-17,2024-04-21,3,Weapon,54.0
282356,188,8,2024-04-01,2024-04-27,8,Weapon,23.5
282357,57,5,2024-03-08,2024-03-26,5,Weapon,11.4
282359,99,1,2024-03-24,2024-03-24,1,Boost,99.0
282362,5,1,2024-04-01,2024-04-01,1,Weapon,5.0
282364,40,2,2024-03-26,2024-03-27,2,Weapon,20.0
282365,61,2,2024-03-20,2024-04-03,2,Boost,30.5
282366,44,3,2024-03-02,2024-03-05,3,Weapon,14.67
282369,25,1,2024-03-07,2024-03-07,1,Weapon,25.0
282371,72,3,2024-03-18,2024-04-12,3,Weapon,24.0
282372,829,4,2024-03-10,2024-04-19,4,Boost,207.25
282374,45,2,2024-03-05,2024-03-06,2,Weapon,22.5
282375,90,4,2024-03-03,2024-04-20,4,Weapon,22.5
282376,136,5,2024-03-03,2024-03-07,4,Weapon,27.2
282377,1279,2,2024-03-01,2024-03-02,2,Gear,639.5
282380,72,6,2024-03-28,2024-04-10,6,Weapon,12.0
282382,146,7,2024-03-09,2024-04-06,7,Weapon,20.86
282385,580,1,2024-04-07,2024-04-07,1,Boost,580.0
282386,42,3,2024-04-12,2024-04-14,3,Weapon,14.0
282387,57313,25,2024-03-01,2024-04-25,21,Boost,2292.52
282388,78,3,2024-04-12,2024-04-15,3,Weapon,26.0
282391,35,1,2024-03-28,2024-03-28,1,Weapon,35.0
282392,296,10,2024-03-24,2024-04-29,10,Weapon,29.6
282396,18908,5,2024-03-05,2024-04-01,4,Weapon,3781.6
282397,118,7,2024-03-06,2024-03-14,6,Weapon,16.86
282398,35,2,2024-04-04,2024-04-06,2,Weapon,17.5
282399,30,1,2024-04-16,2024-04-16,1,Weapon,30.0
282400,62,4,2024-03-13,2024-03-20,4,Weapon,15.5
282401,300,3,2024-04-25,2024-04-30,3,Boost,100.0
282404,35,2,2024-04-09,2024-04-10,2,Weapon,17.5
282406,123,2,2024-03-05,2024-03-09,2,Weapon,61.5
282408,45,1,2024-04-05,2024-04-05,1,Weapon,45.0
282409,46,3,2024-03-29,2024-04-01,3,Weapon,15.33
282410,107,3,2024-03-04,2024-04-19,3,Weapon,35.67
282415,249,6,2024-03-20,2024-04-26,6,Boost,41.5
282416,836,21,2024-03-26,2024-04-29,19,Weapon,39.81
282417,159,6,2024-03-26,2024-04-07,6,Weapon,26.5
282421,146,4,2024-04-09,2024-04-20,4,Weapon,36.5
282423,625,10,2024-03-11,2024-04-30,10,Boost,62.5
282424,44,2,2024-03-28,2024-03-30,2,Weapon,22.0
282425,68,3,2024-04-11,2024-04-14,3,Weapon,22.67
282426,15,1,2024-04-18,2024-04-18,1,Weapon,15.0
282428,150,5,2024-03-18,2024-03-28,5,Weapon,30.0
282430,63,2,2024-03-01,2024-04-11,2,Boost,31.5
282431,49,1,2024-04-30,2024-04-30,1,Boost,49.0
282432,124,4,2024-04-08,2024-04-14,4,Weapon,31.0
282433,161,7,2024-03-30,2024-04-08,7,Weapon,23.0
282434,5,1,2024-04-03,2024-04-03,1,Weapon,5.0
282436,25,1,2024-04-15,2024-04-15,1,Weapon,25.0
282438,111,5,2024-03-30,2024-04-18,5,Weapon,22.2
282439,146,4,2024-04-08,2024-04-22,4,Weapon,36.5
282445,804,8,2024-03-03,2024-04-30,8,Boost,100.5
282446,118,1,2024-04-12,2024-04-12,1,Boost,118.0
282449,64,5,2024-03-03,2024-03-19,5,Weapon,12.8
282451,10,1,2024-03-12,2024-03-12,1,Weapon,10.0
282452,53,2,2024-04-02,2024-04-03,2,Weapon,26.5
282453,56,4,2024-03-28,2024-04-01,4,Weapon,14.0
282454,429,11,2024-03-02,2024-05-01,10,Weapon,39.0
282456,412,2,2024-03-04,2024-03-26,2,Boost,206.0
282459,25,3,2024-03-02,2024-03-10,3,Weapon,8.33
282462,48,5,2024-04-18,2024-04-28,5,Weapon,9.6
282464,57,6,2024-03-21,2024-04-10,5,Weapon,9.5
282465,158,5,2024-04-03,2024-04-16,5,Weapon,31.6
282466,100,1,2024-04-09,2024-04-09,1,Boost,100.0
282467,181,3,2024-03-10,2024-03-20,3,Boost,60.33
282468,29,2,2024-03-05,2024-03-08,2,Weapon,14.5
282470,198,1,2024-03-16,2024-03-16,1,Boost,198.0
282472,149,2,2024-03-26,2024-04-26,2,Boost,74.5
282473,199,1,2024-03-16,2024-03-16,1,Boost,199.0
282474,35,2,2024-04-04,2024-04-08,2,Weapon,17.5
282475,70,2,2024-04-15,2024-04-16,2,Weapon,35.0
282477,72,4,2024-03-27,2024-03-30,4,Weapon,18.0
282479,45,4,2024-04-16,2024-04-22,4,Weapon,11.25
282483,179,3,2024-03-23,2024-03-31,3,Weapon,59.67
282484,65,2,2024-03-13,2024-03-14,2,Weapon,32.5
282486,71,3,2024-03-30,2024-04-01,3,Weapon,23.67
282487,18,2,2024-03-24,2024-03-28,2,Weapon,9.0
282488,191,4,2024-04-09,2024-04-16,4,Weapon,47.75
282489,47,2,2024-03-22,2024-03-25,2,Weapon,23.5
282490,47,3,2024-04-17,2024-04-19,3,Weapon,15.67
282493,58,2,2024-03-29,2024-03-30,2,Weapon,29.0
282494,82,3,2024-03-14,2024-03-19,3,Weapon,27.33
282495,20,1,2024-03-29,2024-03-29,1,Weapon,20.0
282498,66,4,2024-04-02,2024-04-12,4,Weapon,16.5
282501,30,1,2024-03-02,2024-03-02,1,Weapon,30.0
282502,75,3,2024-04-08,2024-04-16,3,Weapon,25.0
282503,6,1,2024-04-07,2024-04-07,1,Weapon,6.0
282504,10,1,2024-03-25,2024-03-25,1,Weapon,10.0
282508,408,9,2024-03-05,2024-05-01,9,Weapon,45.33
282509,45,2,2024-03-05,2024-03-06,2,Weapon,22.5
282511,30,2,2024-03-19,2024-04-05,2,Weapon,15.0
282516,69,3,2024-03-30,2024-04-03,3,Weapon,23.0
282518,52,7,2024-04-04,2024-04-18,7,Weapon,7.43
282519,157,4,2024-03-09,2024-03-28,4,Weapon,39.25
282521,331,6,2024-03-12,2024-04-12,6,Weapon,55.17
282523,296,5,2024-03-13,2024-04-14,5,Weapon,59.2
282524,57,3,2024-04-15,2024-04-23,3,Weapon,19.0
282528,588,5,2024-04-09,2024-04-26,5,Weapon,117.6
282529,66,3,2024-03-26,2024-03-29,3,Weapon,22.0
282530,161,4,2024-03-08,2024-04-12,3,Weapon,40.25
282531,25,1,2024-04-13,2024-04-13,1,Weapon,25.0
282532,612,4,2024-03-22,2024-03-25,3,Boost,153.0
282533,249,1,2024-04-15,2024-04-15,1,Boost,249.0
282535,32,2,2024-03-25,2024-03-26,2,Weapon,16.0
282539,40,4,2024-03-04,2024-03-08,4,Weapon,10.0
282541,34,2,2024-03-24,2024-03-26,2,Weapon,17.0
282543,2,1,2024-04-01,2024-04-01,1,Weapon,2.0
282544,18,2,2024-04-08,2024-04-13,2,Weapon,9.0
282545,39,2,2024-04-10,2024-04-11,2,Weapon,19.5
282546,71,5,2024-03-01,2024-03-13,5,Weapon,14.2
282547,169,6,2024-03-13,2024-03-28,6,Weapon,28.17
282551,59,2,2024-03-01,2024-03-02,2,Weapon,29.5
282552,103,3,2024-04-04,2024-04-06,3,Weapon,34.33
282553,54,2,2024-04-04,2024-04-08,2,Boost,27.0
282554,118,6,2024-03-29,2024-04-26,6,Weapon,19.67
282555,12,1,2024-03-10,2024-03-10,1,Weapon,12.0
282556,60,5,2024-03-21,2024-03-28,5,Weapon,12.0
282558,165,5,2024-03-01,2024-03-14,5,Weapon,33.0
282559,49,1,2024-03-20,2024-03-20,1,Boost,49.0
282561,18,2,2024-03-08,2024-03-08,1,Boost,9.0
282564,44,3,2024-04-09,2024-04-11,2,Weapon,14.67
282567,37,2,2024-03-13,2024-03-14,2,Weapon,18.5
282570,28,2,2024-04-17,2024-04-19,2,Weapon,14.0
282571,78,4,2024-03-12,2024-04-11,4,Weapon,19.5
282574,116,3,2024-03-02,2024-03-12,3,Weapon,38.67
282575,15,1,2024-03-14,2024-03-14,1,Weapon,15.0
282576,197,4,2024-04-12,2024-05-01,4,Weapon,49.25
282577,30,2,2024-03-25,2024-03-30,2,Weapon,15.0
282578,36,1,2024-04-11,2024-04-11,1,Weapon,36.0
282579,29,2,2024-03-04,2024-03-05,2,Weapon,14.5
282580,20,2,2024-04-04,2024-04-09,2,Weapon,10.0
282581,206,11,2024-04-04,2024-04-30,11,Weapon,18.73
282584,19,2,2024-03-05,2024-03-23,2,Weapon,9.5
282585,50,1,2024-03-17,2024-03-17,1,Weapon,50.0
282587,67,4,2024-03-13,2024-04-06,4,Weapon,16.75
282592,251,5,2024-04-05,2024-04-18,5,Weapon,50.2
282593,43,3,2024-03-04,2024-03-12,3,Weapon,14.33
282597,30,1,2024-04-15,2024-04-15,1,Weapon,30.0
282599,77,4,2024-03-16,2024-03-21,4,Weapon,19.25
282603,68,3,2024-04-15,2024-04-20,3,Weapon,22.67
282604,32,3,2024-04-16,2024-04-20,3,Weapon,10.67
282605,104,4,2024-04-08,2024-04-14,4,Weapon,26.0
282606,316,2,2024-03-10,2024-04-06,2,Boost,158.0
282607,5,1,2024-03-24,2024-03-24,1,Weapon,5.0
282608,66,3,2024-03-02,2024-03-06,3,Weapon,22.0
282615,25,1,2024-03-18,2024-03-18,1,Weapon,25.0
282618,40,4,2024-03-04,2024-03-17,4,Weapon,10.0
282619,141,3,2024-03-27,2024-04-10,3,Weapon,47.0
282620,638,10,2024-04-06,2024-05-01,10,Weapon,63.8
282621,166,5,2024-04-08,2024-04-15,5,Weapon,33.2
282622,15,1,2024-03-10,2024-03-10,1,Weapon,15.0
282625,12,2,2024-04-18,2024-04-23,2,Weapon,6.0
282628,130,6,2024-03-20,2024-04-03,6,Weapon,21.67
282631,34,2,2024-04-21,2024-04-22,2,Weapon,17.0
282634,1598,8,2024-03-01,2024-04-30,7,Boost,199.75
282635,103,5,2024-03-13,2024-03-26,5,Weapon,20.6
282638,62,4,2024-03-09,2024-03-22,4,Weapon,15.5
282642,38,1,2024-03-04,2024-03-04,1,Weapon,38.0
282643,49,2,2024-04-03,2024-04-04,2,Weapon,24.5
282644,10,1,2024-04-09,2024-04-09,1,Weapon,10.0
282645,71,5,2024-03-09,2024-03-15,4,Weapon,14.2
282648,70,3,2024-04-19,2024-04-23,3,Weapon,23.33
282650,5,1,2024-03-16,2024-03-16,1,Weapon,5.0
282651,83,6,2024-04-17,2024-04-23,5,Weapon,13.83
282652,60,3,2024-04-03,2024-04-07,3,Weapon,20.0
282655,97,4,2024-03-15,2024-04-19,4,Weapon,24.25
282656,55,3,2024-03-07,2024-03-14,3,Weapon,18.33
282657,44,3,2024-04-11,2024-04-16,3,Weapon,14.67
282658,4,1,2024-03-09,2024-03-09,1,Weapon,4.0
282659,5,1,2024-04-10,2024-04-10,1,Weapon,5.0
282660,138,2,2024-03-27,2024-04-02,2,Boost,69.0
282661,121,5,2024-04-01,2024-04-23,5,Weapon,24.2
282662,60,3,2024-03-23,2024-04-13,3,Weapon,20.0
282663,135,8,2024-04-11,2024-04-28,8,Weapon,16.88
282666,14,2,2024-03-24,2024-04-03,2,Weapon,7.0
282668,419,2,2024-04-25,2024-04-30,2,Boost,209.5
282671,1,1,2024-03-25,2024-03-25,1,Weapon,1.0
282673,66,3,2024-03-06,2024-04-11,3,Weapon,22.0
282676,30,1,2024-03-04,2024-03-04,1,Weapon,30.0
282677,91,2,2024-04-01,2024-04-02,2,Weapon,45.5
282680,263,3,2024-03-05,2024-03-30,3,Boost,87.67
282681,20,1,2024-03-19,2024-03-19,1,Weapon,20.0
282683,132,6,2024-03-28,2024-04-20,6,Weapon,22.0
282684,53,3,2024-04-19,2024-04-22,3,Weapon,17.67
282686,63,3,2024-04-21,2024-04-23,3,Weapon,21.0
282688,169,7,2024-03-12,2024-03-21,6,Weapon,24.14
282689,15,2,2024-03-02,2024-03-09,2,Weapon,7.5
282691,57,4,2024-03-15,2024-03-28,4,Weapon,14.25
282692,820,17,2024-03-14,2024-04-28,17,Weapon,48.24
282697,76,2,2024-04-01,2024-04-02,2,Weapon,38.0
282698,56,3,2024-04-06,2024-04-09,3,Weapon,18.67
282699,98,5,2024-03-23,2024-04-09,5,Weapon,19.6
282700,85,4,2024-03-10,2024-03-23,4,Weapon,21.25
282701,12,1,2024-04-07,2024-04-07,1,Weapon,12.0
282702,19,3,2024-04-02,2024-04-09,3,Weapon,6.33
282709,50,1,2024-03-23,2024-03-23,1,Weapon,50.0
282710,91,4,2024-03-01,2024-03-11,4,Weapon,22.75
282712,80,3,2024-04-10,2024-04-13,3,Weapon,26.67
282713,73,2,2024-03-13,2024-03-14,2,Weapon,36.5
282716,42,2,2024-03-03,2024-03-06,2,Weapon,21.0
282719,5,1,2024-03-06,2024-03-06,1,Weapon,5.0
282726,1425,5,2024-03-29,2024-04-01,3,Weapon,285.0
282727,81,4,2024-04-05,2024-04-12,4,Weapon,20.25
282735,158,4,2024-03-28,2024-04-11,4,Weapon,39.5
282736,20,2,2024-03-02,2024-03-03,2,Weapon,10.0
282737,217,8,2024-04-20,2024-04-30,7,Weapon,27.12
282741,15,1,2024-03-02,2024-03-02,1,Weapon,15.0
282743,94,2,2024-04-03,2024-04-19,2,Weapon,47.0
282744,126,4,2024-04-21,2024-04-24,4,Weapon,31.5
282745,81,4,2024-04-06,2024-04-11,4,Weapon,20.25
282746,5,1,2024-04-08,2024-04-08,1,Weapon,5.0
282747,160,5,2024-04-11,2024-04-26,5,Weapon,32.0
282748,71,6,2024-04-10,2024-04-16,6,Weapon,11.83
282757,260,6,2024-03-05,2024-04-12,6,Weapon,43.33
282758,15,1,2024-03-02,2024-03-02,1,Weapon,15.0
282761,1628,24,2024-03-03,2024-04-26,20,Weapon,67.83
282763,1030,2,2024-04-14,2024-04-22,2,Boost,515.0
282764,26,1,2024-03-17,2024-03-17,1,Weapon,26.0
282766,38,2,2024-03-24,2024-03-25,2,Weapon,19.0
282768,50,2,2024-04-06,2024-04-08,2,Weapon,25.0
282769,49,1,2024-04-16,2024-04-16,1,Boost,49.0
282771,43,3,2024-03-01,2024-03-02,2,Weapon,14.33
282772,125,2,2024-03-16,2024-03-20,2,Weapon,62.5
282775,5670,8,2024-04-11,2024-04-22,7,Weapon,708.75
282779,63,2,2024-04-10,2024-04-11,2,Weapon,31.5
282781,155,10,2024-03-19,2024-04-07,10,Weapon,15.5
282784,1330,5,2024-03-09,2024-03-11,2,Boost,266.0
282785,54,3,2024-04-05,2024-04-08,3,Weapon,18.0
282786,121,6,2024-04-03,2024-04-18,6,Weapon,20.17
282789,258,6,2024-03-12,2024-03-20,6,Boost,43.0
282791,107,3,2024-03-27,2024-04-03,3,Weapon,35.67
282792,67,4,2024-03-24,2024-04-10,4,Weapon,16.75
282793,4,1,2024-03-04,2024-03-04,1,Weapon,4.0
282795,61,3,2024-03-02,2024-03-10,3,Weapon,20.33
282798,48472,27,2024-03-28,2024-04-21,13,Boost,1795.26
282799,128,4,2024-04-03,2024-04-06,3,Weapon,32.0
282802,100,1,2024-04-19,2024-04-19,1,Boost,100.0
282803,33,1,2024-03-05,2024-03-05,1,Weapon,33.0
282808,199,1,2024-03-17,2024-03-17,1,Boost,199.0
282812,1950,1,2024-03-15,2024-03-15,1,Gear,1950.0
282814,5,1,2024-03-04,2024-03-04,1,Weapon,5.0
282816,35,2,2024-04-15,2024-04-17,2,Weapon,17.5
282817,57,2,2024-03-31,2024-04-02,2,Weapon,28.5
282818,89,4,2024-03-21,2024-04-14,4,Weapon,22.25
282819,52,3,2024-04-06,2024-04-11,3,Weapon,17.33
282820,60,2,2024-03-25,2024-04-03,2,Boost,30.0
282821,162,3,2024-04-04,2024-04-17,3,Weapon,54.0
282823,79,3,2024-03-11,2024-03-23,3,Weapon,26.33
282824,1214,21,2024-04-02,2024-05-01,15,Weapon,57.81
282826,1000,2,2024-03-15,2024-03-15,1,Gear,500.0
282830,14,1,2024-03-22,2024-03-22,1,Weapon,14.0
282835,52,2,2024-04-21,2024-04-22,2,Weapon,26.0
282837,336,11,2024-03-09,2024-04-30,10,Weapon,30.55
282839,29,3,2024-03-29,2024-04-13,3,Weapon,9.67
282840,17,1,2024-03-17,2024-03-17,1,Weapon,17.0
282843,121,2,2024-04-17,2024-04-22,2,Weapon,60.5
282845,53,3,2024-04-09,2024-04-11,3,Weapon,17.67
282846,23,2,2024-04-03,2024-04-06,2,Weapon,11.5
282848,37,2,2024-03-14,2024-03-17,2,Weapon,18.5
282849,31,1,2024-03-13,2024-03-13,1,Weapon,31.0
282850,55,2,2024-03-27,2024-03-28,2,Weapon,27.5
282851,15,1,2024-04-18,2024-04-18,1,Weapon,15.0
282852,158,3,2024-03-07,2024-03-15,3,Weapon,52.67
282858,85,5,2024-03-01,2024-03-18,5,Weapon,17.0
282860,45,2,2024-03-01,2024-03-03,2,Weapon,22.5
282861,37,3,2024-03-03,2024-03-05,3,Weapon,12.33
282862,7,1,2024-04-02,2024-04-02,1,Weapon,7.0
282863,19,2,2024-03-29,2024-04-02,2,Weapon,9.5
282865,278,7,2024-04-01,2024-04-27,7,Weapon,39.71
282867,37,3,2024-04-11,2024-04-15,3,Weapon,12.33
282869,96,3,2024-03-02,2024-03-08,3,Weapon,32.0
282870,2,1,2024-04-27,2024-04-27,1,Weapon,2.0
282872,300,3,2024-04-16,2024-05-01,3,Boost,100.0
282874,196,8,2024-03-11,2024-03-20,8,Weapon,24.5
282875,82,3,2024-03-01,2024-03-10,3,Weapon,27.33
282876,241,7,2024-03-27,2024-04-20,7,Weapon,34.43
282879,51,2,2024-04-06,2024-04-07,2,Weapon,25.5
282880,19,2,2024-04-02,2024-04-03,2,Weapon,9.5
282881,6251,6,2024-03-04,2024-03-11,4,Weapon,1041.83
282889,213,4,2024-04-01,2024-04-27,4,Weapon,53.25
282890,5,1,2024-03-03,2024-03-03,1,Weapon,5.0
282891,11,2,2024-04-04,2024-04-08,2,Weapon,5.5
282893,59,1,2024-04-17,2024-04-17,1,Weapon,59.0
282894,31,2,2024-04-02,2024-04-03,2,Weapon,15.5
282895,85,3,2024-04-14,2024-04-18,3,Weapon,28.33
282896,558,22,2024-04-07,2024-05-01,22,Weapon,25.36
282898,50,5,2024-03-03,2024-03-06,4,Weapon,10.0
282899,10,1,2024-04-03,2024-04-03,1,Weapon,10.0
282902,9,2,2024-03-12,2024-03-13,2,Weapon,4.5
282903,1965,8,2024-03-04,2024-04-12,6,Weapon,245.62
282904,46,5,2024-03-03,2024-03-10,5,Weapon,9.2
282906,80,1,2024-03-01,2024-03-01,1,Weapon,80.0
282910,15,1,2024-04-01,2024-04-01,1,Weapon,15.0
282911,64,4,2024-03-12,2024-03-20,4,Weapon,16.0
282912,83,2,2024-04-06,2024-04-07,2,Weapon,41.5
282913,43,2,2024-03-18,2024-04-14,2,Weapon,21.5
282914,1207,10,2024-03-06,2024-04-25,9,Boost,120.7
282915,121,4,2024-03-10,2024-04-07,4,Weapon,30.25
282918,72,5,2024-03-15,2024-03-20,4,Weapon,14.4
282920,15,1,2024-04-01,2024-04-01,1,Weapon,15.0
282921,74,3,2024-04-13,2024-04-15,3,Weapon,24.67
282922,100,1,2024-03-22,2024-03-22,1,Boost,100.0
282925,42,3,2024-03-02,2024-03-12,3,Weapon,14.0
282926,31,2,2024-04-20,2024-04-22,2,Weapon,15.5
282927,35,2,2024-03-02,2024-03-17,2,Weapon,17.5
282929,330,9,2024-03-23,2024-04-04,9,Weapon,36.67
282930,194,7,2024-03-20,2024-04-21,7,Weapon,27.71
282931,102,5,2024-03-15,2024-03-21,5,Weapon,20.4
282932,60,4,2024-03-13,2024-03-20,4,Weapon,15.0
282933,149,2,2024-03-26,2024-03-29,2,Boost,74.5
282934,85,6,2024-03-12,2024-03-18,5,Weapon,14.17
282936,74,4,2024-04-05,2024-04-12,4,Weapon,18.5
282937,32,3,2024-04-01,2024-04-12,3,Weapon,10.67
282938,49,3,2024-03-28,2024-03-31,3,Weapon,16.33
282941,138,7,2024-04-14,2024-04-28,7,Weapon,19.71
282942,82,2,2024-03-28,2024-03-29,2,Weapon,41.0
282946,257,2,2024-03-12,2024-03-12,1,Boost,128.5
282947,55,2,2024-04-08,2024-04-09,2,Weapon,27.5
282948,135,5,2024-04-08,2024-04-14,5,Weapon,27.0
282949,99,5,2024-04-19,2024-04-24,5,Weapon,19.8
282950,48,2,2024-04-20,2024-04-21,2,Weapon,24.0
282952,171,5,2024-03-11,2024-03-21,5,Weapon,34.2
282953,82,3,2024-04-15,2024-04-18,3,Weapon,27.33
282955,74,1,2024-03-12,2024-03-12,1,Weapon,74.0
282956,83,5,2024-04-17,2024-04-22,5,Weapon,16.6
282958,38,2,2024-03-18,2024-03-19,2,Weapon,19.0
282959,422,8,2024-03-03,2024-05-01,8,Weapon,52.75
282962,54,2,2024-03-31,2024-04-09,2,Weapon,27.0
282965,144,3,2024-04-07,2024-04-13,3,Weapon,48.0
282966,48,3,2024-03-31,2024-04-03,3,Weapon,16.0
282967,103,4,2024-03-15,2024-03-19,4,Weapon,25.75
282968,14,2,2024-04-15,2024-04-19,2,Weapon,7.0
282969,5,1,2024-03-03,2024-03-03,1,Weapon,5.0
282970,44,3,2024-04-01,2024-04-07,3,Weapon,14.67
282972,39,3,2024-04-09,2024-04-16,3,Weapon,13.0
282973,7,1,2024-03-11,2024-03-11,1,Weapon,7.0
282975,51,3,2024-04-05,2024-04-07,3,Weapon,17.0
282977,60,6,2024-03-02,2024-03-15,5,Weapon,10.0
282978,297,1,2024-03-20,2024-03-20,1,Gear,297.0
282980,59,5,2024-03-02,2024-03-21,5,Weapon,11.8
282983,10,2,2024-03-25,2024-03-28,2,Boost,5.0
282987,3202,9,2024-03-01,2024-03-24,8,Boost,355.78
282988,298,6,2024-03-02,2024-03-14,6,Weapon,49.67
282989,35,3,2024-03-08,2024-03-11,3,Weapon,11.67
282990,724,8,2024-03-06,2024-04-30,8,Boost,90.5
282992,178,6,2024-03-07,2024-04-26,6,Weapon,29.67
282995,73,2,2024-03-16,2024-03-17,2,Weapon,36.5
282996,69,2,2024-04-08,2024-04-27,2,Boost,34.5
282998,139,4,2024-04-02,2024-04-08,4,Weapon,34.75
282999,122,3,2024-03-13,2024-03-24,3,Weapon,40.67
283000,59,3,2024-04-12,2024-04-15,3,Weapon,19.67
283001,282,8,2024-03-05,2024-04-05,8,Weapon,35.25
283002,212,3,2024-03-11,2024-04-08,3,Weapon,70.67
283005,103,4,2024-03-17,2024-03-22,4,Weapon,25.75
283007,139,8,2024-03-19,2024-04-07,8,Weapon,17.38
283013,47,4,2024-03-07,2024-04-18,4,Weapon,11.75
283014,43,4,2024-03-17,2024-04-15,4,Weapon,10.75
283015,93,4,2024-03-01,2024-03-08,4,Weapon,23.25
283019,63,2,2024-04-22,2024-04-23,2,Weapon,31.5
283020,40,2,2024-04-05,2024-04-06,2,Weapon,20.0
283021,139,5,2024-03-23,2024-04-15,5,Weapon,27.8
283024,24,1,2024-03-23,2024-03-23,1,Boost,24.0
283025,39,2,2024-04-10,2024-04-13,2,Weapon,19.5
283028,9,1,2024-04-23,2024-04-23,1,Weapon,9.0
283029,77,6,2024-04-12,2024-04-17,5,Weapon,12.83
283033,51,2,2024-03-19,2024-03-20,2,Weapon,25.5
283034,30,2,2024-04-07,2024-04-08,2,Weapon,15.0
283035,322,3,2024-03-04,2024-03-06,3,Weapon,107.33
283036,78,2,2024-04-04,2024-04-05,2,Weapon,39.0
283038,260,8,2024-03-13,2024-04-04,8,Weapon,32.5
283039,18,2,2024-03-04,2024-03-07,2,Weapon,9.0
283040,10,1,2024-04-05,2024-04-05,1,Weapon,10.0
283041,450,1,2024-04-03,2024-04-03,1,Boost,450.0
283043,64,4,2024-03-21,2024-03-24,3,Weapon,16.0
283047,62,4,2024-03-02,2024-03-08,4,Weapon,15.5
283049,99,1,2024-03-16,2024-03-16,1,Boost,99.0
283050,720,7,2024-03-24,2024-04-16,7,Boost,102.86
283051,11,1,2024-04-06,2024-04-06,1,Weapon,11.0
283053,89,2,2024-04-18,2024-04-20,2,Weapon,44.5
283054,5,1,2024-04-11,2024-04-11,1,Weapon,5.0
283061,72,4,2024-03-06,2024-03-17,4,Weapon,18.0
283064,85,3,2024-03-31,2024-04-03,3,Weapon,28.33
283065,91,7,2024-03-03,2024-04-19,7,Weapon,13.0
283067,9,1,2024-04-14,2024-04-14,1,Weapon,9.0
283068,40,4,2024-03-30,2024-04-15,4,Weapon,10.0
283070,60,5,2024-03-06,2024-03-14,5,Weapon,12.0
283072,1985,8,2024-04-12,2024-04-19,6,Boost,248.12
283075,337,17,2024-03-05,2024-04-18,17,Weapon,19.82
283081,500,1,2024-04-06,2024-04-06,1,Weapon,500.0
283083,107,3,2024-04-06,2024-04-09,3,Weapon,35.67
283087,87,4,2024-03-30,2024-04-20,4,Weapon,21.75
283091,77,2,2024-03-11,2024-03-27,2,Boost,38.5
283092,54,2,2024-03-12,2024-03-19,2,Boost,27.0
283093,56,3,2024-03-05,2024-03-11,3,Weapon,18.67
283095,266,8,2024-03-20,2024-04-04,8,Weapon,33.25
283096,37,2,2024-03-25,2024-03-26,2,Weapon,18.5
283097,218,12,2024-04-14,2024-04-30,10,Weapon,18.17
283101,27,1,2024-04-04,2024-04-04,1,Weapon,27.0
283102,100,1,2024-03-17,2024-03-17,1,Boost,100.0
283103,53,1,2024-03-23,2024-03-23,1,Weapon,53.0
283107,64,3,2024-04-17,2024-04-19,3,Weapon,21.33
283108,1,1,2024-04-08,2024-04-08,1,Weapon,1.0
283110,74,1,2024-03-26,2024-03-26,1,Weapon,74.0
283111,5,1,2024-04-12,2024-04-12,1,Weapon,5.0
283113,50,2,2024-04-06,2024-04-12,2,Weapon,25.0
283114,98,4,2024-03-18,2024-03-27,4,Weapon,24.5
283116,8,1,2024-03-26,2024-03-26,1,Weapon,8.0
283117,29,3,2024-03-17,2024-03-21,3,Weapon,9.67
283118,40,1,2024-03-25,2024-03-25,1,Weapon,40.0
283119,110,3,2024-04-13,2024-04-15,3,Weapon,36.67
283120,61,4,2024-03-14,2024-03-27,4,Weapon,15.25
283121,70,2,2024-03-29,2024-03-30,2,Weapon,35.0
283122,10,1,2024-03-31,2024-03-31,1,Weapon,10.0
283124,114,4,2024-03-29,2024-04-01,4,Weapon,28.5
283125,170,5,2024-03-18,2024-04-01,5,Weapon,34.0
283126,74,4,2024-03-13,2024-03-18,4,Weapon,18.5
283127,76,5,2024-03-09,2024-04-09,5,Weapon,15.2
283129,39,2,2024-03-09,2024-03-15,2,Weapon,19.5
283133,25,2,2024-03-31,2024-04-03,2,Weapon,12.5
283136,68,2,2024-03-16,2024-03-18,2,Weapon,34.0
283139,208,2,2024-03-21,2024-04-21,2,Boost,104.0
283140,4,1,2024-04-27,2024-04-27,1,Boost,4.0
283141,69,2,2024-03-28,2024-03-30,2,Boost,34.5
283142,750,14,2024-03-04,2024-04-14,13,Weapon,53.57
